ANDRE,MALE,BLACK NON HISPANIC,22,880,52
ANDRE,MALE,HISPANIC,10,1923,94
ANDRES,MALE,HISPANIC,51,330,57
ANDREW,MALE,WHITE NON HISPANIC,133,71,19
ANDREW,MALE,HISPANIC,125,85,25
ANDREW,MALE,ASIAN AND PACIFIC ISLANDER,70,218,14
ANDREW,MALE,BLACK NON HISPANIC,36,487,38
ANDY,MALE,ASIAN AND PACIFIC ISLANDER,43,394,25
ANDY,MALE,HISPANIC,37,478,67
ANGEL,MALE,HISPANIC,253,10,5
ANGEL,MALE,BLACK NON HISPANIC,10,1842,64
ANGELO,MALE,HISPANIC,28,681,76
ANGELO,MALE,WHITE NON HISPANIC,16,1235,91
ANSON,MALE,ASIAN AND PACIFIC ISLANDER,18,1074,48
ANTHONY,MALE,HISPANIC,207,23,10
ANTHONY,MALE,WHITE NON HISPANIC,135,70,18
ANTHONY,MALE,BLACK NON HISPANIC,66,238,22
ANTHONY,MALE,ASIAN AND PACIFIC ISLANDER,46,364,23
ANTONIO,MALE,HISPANIC,32,585,72
ANTONIO,MALE,WHITE NON HISPANIC,28,684,79
ANTONIO,MALE,BLACK NON HISPANIC,15,1277,59
ARI,MALE,WHITE NON HISPANIC,30,629,77
ARIEL,MALE,WHITE NON HISPANIC,30,630,77
ARIEL,MALE,HISPANIC,26,746,78
ARJUN,MALE,ASIAN AND PACIFIC ISLANDER,27,695,39
ARMAAN,MALE,ASIAN AND PACIFIC ISLANDER,15,1270,51
ARMANDO,MALE,HISPANIC,11,1760,93
ARMANI,MALE,HISPANIC,20,1001,84
ARON,MALE,WHITE NON HISPANIC,60,271,54
ARTHUR,MALE,WHITE NON HISPANIC,29,656,78
ARTURO,MALE,HISPANIC,10,1924,94
ARYAN,MALE,ASIAN AND PACIFIC ISLANDER,18,1075,48
ARYEH,MALE,WHITE NON HISPANIC,24,826,83
ASHER,MALE,WHITE NON HISPANIC,55,293,57
ASHTON,MALE,BLACK NON HISPANIC,18,1079,56
ASHTON,MALE,HISPANIC,17,1151,87
ASHTON,MALE,WHITE NON HISPANIC,10,1940,97
AUGUST,MALE,WHITE NON HISPANIC,16,1236,91
AUGUSTUS,MALE,WHITE NON HISPANIC,10,1941,97
AUSTIN,MALE,ASIAN AND PACIFIC ISLANDER,64,247,16
AUSTIN,MALE,WHITE NON HISPANIC,26,752,81
AUSTIN,MALE,HISPANIC,15,1319,89
AUSTIN,MALE,BLACK NON HISPANIC,13,1481,61
AVERY,MALE,BLACK NON HISPANIC,19,1027,55
AVERY,MALE,HISPANIC,13,1524,91
AVI,MALE,WHITE NON HISPANIC,12,1650,95
AVRAHAM,MALE,WHITE NON HISPANIC,38,466,69
AVROHOM,MALE,WHITE NON HISPANIC,27,714,80
AVRUM,MALE,WHITE NON HISPANIC,11,1778,96
AXEL,MALE,HISPANIC,69,225,46
AYAAN,MALE,ASIAN AND PACIFIC ISLANDER,31,595,35
AYDEN,MALE,HISPANIC,104,113,31
AYDEN,MALE,BLACK NON HISPANIC,88,160,13
AYDEN,MALE,ASIAN AND PACIFIC ISLANDER,24,805,42
AYDEN,MALE,WHITE NON HISPANIC,10,1942,97
BARUCH,MALE,WHITE NON HISPANIC,21,950,86
BECKETT,MALE,WHITE NON HISPANIC,12,1651,95
BEN,MALE,WHITE NON HISPANIC,22,910,85
BENJAMIN,MALE,WHITE NON HISPANIC,230,13,5
BENJAMIN,MALE,HISPANIC,51,331,57
BENJAMIN,MALE,ASIAN AND PACIFIC ISLANDER,39,434,28
BENJAMIN,MALE,BLACK NON HISPANIC,13,1482,61
BENNETT,MALE,WHITE NON HISPANIC,10,1943,97
BENSON,MALE,ASIAN AND PACIFIC ISLANDER,19,1023,47
BENZION,MALE,WHITE NON HISPANIC,13,1538,94
BERISH,MALE,WHITE NON HISPANIC,10,1944,97
BINYOMIN,MALE,WHITE NON HISPANIC,14,1430,93
BLAKE,MALE,BLACK NON HISPANIC,19,1028,55
BLAKE,MALE,WHITE NON HISPANIC,14,1431,93
BORUCH,MALE,WHITE NON HISPANIC,16,1237,91
BRADLEY,MALE,HISPANIC,24,822,80
BRADY,MALE,WHITE NON HISPANIC,13,1539,94
BRANDON,MALE,HISPANIC,184,31,13
BRANDON,MALE,BLACK NON HISPANIC,57,283,27
BRANDON,MALE,WHITE NON HISPANIC,44,389,64
BRANDON,MALE,ASIAN AND PACIFIC ISLANDER,29,638,37
BRAYAN,MALE,HISPANIC,23,859,81
BRAYDEN,MALE,HISPANIC,16,1222,88
BRAYDEN,MALE,WHITE NON HISPANIC,15,1331,92
BRENDAN,MALE,WHITE NON HISPANIC,23,862,84
BRIAN,MALE,HISPANIC,59,278,52
BRIAN,MALE,ASIAN AND PACIFIC ISLANDER,40,423,27
BRIAN,MALE,WHITE NON HISPANIC,30,631,77
BRIAN,MALE,BLACK NON HISPANIC,22,881,52
BRODY,MALE,WHITE NON HISPANIC,19,1056,88
BRYAN,MALE,HISPANIC,99,131,35
BRYAN,MALE,ASIAN AND PACIFIC ISLANDER,15,1271,51
BRYAN,MALE,WHITE NON HISPANIC,14,1432,93
BRYAN,MALE,BLACK NON HISPANIC,10,1843,64
BRYANT,MALE,HISPANIC,17,1152,87
BRYCE,MALE,BLACK NON HISPANIC,35,507,39
BRYCE,MALE,HISPANIC,10,1925,94
BRYCE,MALE,WHITE NON HISPANIC,10,1945,97
BRYSON,MALE,BLACK NON HISPANIC,14,1366,60
BYRON,MALE,HISPANIC,19,1047,85
CADEN,MALE,WHITE NON HISPANIC,10,1946,97
CALEB,MALE,BLACK NON HISPANIC,44,384,31
CALEB,MALE,HISPANIC,42,404,64
CALEB,MALE,WHITE NON HISPANIC,31,608,76
CALEB,MALE,ASIAN AND PACIFIC ISLANDER,16,1181,50
CALVIN,MALE,ASIAN AND PACIFIC ISLANDER,13,1474,53
CALVIN,MALE,WHITE NON HISPANIC,10,1947,97
CAMERON,MALE,BLACK NON HISPANIC,47,354,29
CAMERON,MALE,WHITE NON HISPANIC,27,715,80
CAMERON,MALE,HISPANIC,19,1048,85
CARLOS,MALE,HISPANIC,109,109,30
CARMELO,MALE,HISPANIC,16,1223,88
CARMELO,MALE,BLACK NON HISPANIC,13,1483,61
CARMINE,MALE,WHITE NON HISPANIC,11,1779,96
CARSON,MALE,ASIAN AND PACIFIC ISLANDER,20,974,46
CARTER,MALE,BLACK NON HISPANIC,35,508,39
CARTER,MALE,WHITE NON HISPANIC,19,1057,88
CAYDEN,MALE,BLACK NON HISPANIC,11,1691,63
CESAR,MALE,HISPANIC,29,652,75
CHAD,MALE,BLACK NON HISPANIC,12,1584,62
CHAIM,MALE,WHITE NON HISPANIC,147,66,17
CHANCE,MALE,BLACK NON HISPANIC,15,1278,59
CHARLES,MALE,WHITE NON HISPANIC,129,77,21
CHARLES,MALE,HISPANIC,20,1002,84
CHARLES,MALE,ASIAN AND PACIFIC ISLANDER,17,1120,49
CHARLES,MALE,BLACK NON HISPANIC,15,1279,59
CHARLIE,MALE,WHITE NON HISPANIC,20,1006,87
CHASE,MALE,BLACK NON HISPANIC,41,411,33
CHASE,MALE,WHITE NON HISPANIC,25,793,82
CHASE,MALE,HISPANIC,22,905,82
CHESKEL,MALE,WHITE NON HISPANIC,14,1433,93
CHRIS,MALE,HISPANIC,27,710,77
CHRIS,MALE,BLACK NON HISPANIC,10,1844,64
CHRISTIAN,MALE,HISPANIC,151,63,20
CHRISTIAN,MALE,BLACK NON HISPANIC,91,154,11
CHRISTIAN,MALE,WHITE NON HISPANIC,76,192,43
CHRISTIAN,MALE,ASIAN AND PACIFIC ISLANDER,21,921,45
CHRISTOPHER,MALE,HISPANIC,239,12,7
CHRISTOPHER,MALE,WHITE NON HISPANIC,92,150,36
CHRISTOPHER,MALE,BLACK NON HISPANIC,80,182,19
CHRISTOPHER,MALE,ASIAN AND PACIFIC ISLANDER,21,922,45
CODY,MALE,ASIAN AND PACIFIC ISLANDER,10,1829,56
CODY,MALE,BLACK NON HISPANIC,10,1845,64
COLE,MALE,WHITE NON HISPANIC,37,480,70
COLIN,MALE,WHITE NON HISPANIC,32,587,75
CONNOR,MALE,WHITE NON HISPANIC,53,308,58
CONNOR,MALE,ASIAN AND PACIFIC ISLANDER,11,1681,55
CONOR,MALE,WHITE NON HISPANIC,13,1540,94
COOPER,MALE,WHITE NON HISPANIC,30,632,77
COREY,MALE,BLACK NON HISPANIC,10,1846,64
CRISTIAN,MALE,HISPANIC,53,306,56
CRISTOFER,MALE,HISPANIC,11,1761,93
CRISTOPHER,MALE,HISPANIC,13,1525,91
DAMIAN,MALE,HISPANIC,26,747,78
DAMIEN,MALE,HISPANIC,15,1320,89
DANIEL,MALE,HISPANIC,221,18,8
DANIEL,MALE,WHITE NON HISPANIC,210,22,7
DANIEL,MALE,ASIAN AND PACIFIC ISLANDER,84,170,10
DANIEL,MALE,BLACK NON HISPANIC,81,178,18
DANNY,MALE,HISPANIC,31,603,73
DANNY,MALE,ASIAN AND PACIFIC ISLANDER,20,975,46
DANTE,MALE,HISPANIC,21,945,83
DARIEL,MALE,HISPANIC,31,604,73
DARIUS,MALE,BLACK NON HISPANIC,12,1585,62
DARREN,MALE,ASIAN AND PACIFIC ISLANDER,21,923,45
DARREN,MALE,BLACK NON HISPANIC,12,1586,62
DARWIN,MALE,HISPANIC,18,1095,86
DASHIELL,MALE,WHITE NON HISPANIC,12,1652,95
DAVID,MALE,WHITE NON HISPANIC,258,9,4
DAVID,MALE,HISPANIC,178,40,15
DAVID,MALE,BLACK NON HISPANIC,84,171,15
DAVID,MALE,ASIAN AND PACIFIC ISLANDER,28,668,38
DEAN,MALE,WHITE NON HISPANIC,24,827,83
DECLAN,MALE,WHITE NON HISPANIC,32,588,75
DENNIS,MALE,HISPANIC,15,1321,89
DENNIS,MALE,WHITE NON HISPANIC,11,1780,96
DERECK,MALE,HISPANIC,11,1762,93
DEREK,MALE,HISPANIC,62,260,50
DEREK,MALE,ASIAN AND PACIFIC ISLANDER,32,573,34
DEREK,MALE,WHITE NON HISPANIC,10,1948,97
DERICK,MALE,HISPANIC,18,1096,86
DERRICK,MALE,BLACK NON HISPANIC,10,1847,64
DEVIN,MALE,HISPANIC,25,787,79
DEVIN,MALE,BLACK NON HISPANIC,24,807,50
DEVIN,MALE,ASIAN AND PACIFIC ISLANDER,21,924,45
DEVIN,MALE,WHITE NON HISPANIC,18,1104,89
DEVON,MALE,BLACK NON HISPANIC,10,1848,64
DIEGO,MALE,HISPANIC,54,298,55
DOMINIC,MALE,HISPANIC,22,906,82
DOMINIC,MALE,BLACK NON HISPANIC,17,1127,57
DOMINIC,MALE,WHITE NON HISPANIC,15,1332,92
DOMINICK,MALE,WHITE NON HISPANIC,21,951,86
DOMINICK,MALE,HISPANIC,16,1224,88
DONOVAN,MALE,BLACK NON HISPANIC,10,1849,64
DOV,MALE,WHITE NON HISPANIC,46,372,62
DOVID,MALE,WHITE NON HISPANIC,40,429,67
DWAYNE,MALE,BLACK NON HISPANIC,14,1367,60
DYLAN,MALE,HISPANIC,136,69,23
DYLAN,MALE,WHITE NON HISPANIC,127,82,23
DYLAN,MALE,ASIAN AND PACIFIC ISLANDER,53,300,17
DYLAN,MALE,BLACK NON HISPANIC,42,402,32
EASON,MALE,ASIAN AND PACIFIC ISLANDER,10,1830,56
EDDIE,MALE,HISPANIC,12,1637,92
EDGAR,MALE,HISPANIC,29,653,75
EDISON,MALE,ASIAN AND PACIFIC ISLANDER,14,1357,52
EDISON,MALE,HISPANIC,11,1763,93
EDUARDO,MALE,HISPANIC,45,380,61
EDWARD,MALE,WHITE NON HISPANIC,41,419,66
EDWARD,MALE,HISPANIC,30,626,74
EDWARD,MALE,BLACK NON HISPANIC,10,1850,64
EDWIN,MALE,HISPANIC,71,213,44
EDWIN,MALE,ASIAN AND PACIFIC ISLANDER,15,1272,51
EFRAIM,MALE,WHITE NON HISPANIC,25,794,82
EITAN,MALE,WHITE NON HISPANIC,14,1434,93
ELI,MALE,WHITE NON HISPANIC,97,136,32
ELI,MALE,HISPANIC,38,462,66
ELI,MALE,BLACK NON HISPANIC,22,882,52
ELIAN,MALE,HISPANIC,17,1153,87
ELIAS,MALE,HISPANIC,66,240,48
ELIAS,MALE,WHITE NON HISPANIC,21,952,86
ELIAS,MALE,BLACK NON HISPANIC,14,1368,60
ELIEZER,MALE,WHITE NON HISPANIC,38,467,69
ELIJAH,MALE,BLACK NON HISPANIC,156,60,3
ELIJAH,MALE,HISPANIC,110,106,29
ELIJAH,MALE,WHITE NON HISPANIC,35,519,72
ELIJAH,MALE,ASIAN AND PACIFIC ISLANDER,12,1577,54
ELIMELECH,MALE,WHITE NON HISPANIC,16,1238,91
ELIYAHU,MALE,WHITE NON HISPANIC,36,496,71
ELLIOT,MALE,WHITE NON HISPANIC,33,561,74
ELLIOTT,MALE,WHITE NON HISPANIC,12,1653,95
ELLIS,MALE,WHITE NON HISPANIC,10,1949,97
ELVIS,MALE,ASIAN AND PACIFIC ISLANDER,11,1682,55
ELVIS,MALE,HISPANIC,10,1926,94
EMANUEL,MALE,HISPANIC,26,748,78
EMILIANO,MALE,HISPANIC,13,1526,91
EMILIO,MALE,HISPANIC,21,946,83
EMMANUEL,MALE,HISPANIC,57,286,53
EMMANUEL,MALE,BLACK NON HISPANIC,46,366,30
ENRIQUE,MALE,HISPANIC,14,1419,90
ERIC,MALE,ASIAN AND PACIFIC ISLANDER,85,165,9
ERIC,MALE,HISPANIC,60,269,51
ERIC,MALE,WHITE NON HISPANIC,27,716,80
ERIC,MALE,BLACK NON HISPANIC,14,1369,60
ERICK,MALE,HISPANIC,60,270,51
ERIK,MALE,HISPANIC,18,1097,86
ESTEBAN,MALE,HISPANIC,13,1527,91
ETHAN,MALE,HISPANIC,251,11,6
ETHAN,MALE,ASIAN AND PACIFIC ISLANDER,177,41,1
ETHAN,MALE,BLACK NON HISPANIC,124,86,6
ETHAN,MALE,WHITE NON HISPANIC,118,97,26
EVAN,MALE,HISPANIC,81,181,40
EVAN,MALE,WHITE NON HISPANIC,60,272,54
EVAN,MALE,ASIAN AND PACIFIC ISLANDER,51,325,19
EVAN,MALE,BLACK NON HISPANIC,26,730,48
EZEKIEL,MALE,HISPANIC,11,1764,93
EZEQUIEL,MALE,HISPANIC,11,1765,93
EZRA,MALE,WHITE NON HISPANIC,33,562,74
FARHAN,MALE,ASIAN AND PACIFIC ISLANDER,17,1121,49
FELIX,MALE,WHITE NON HISPANIC,23,863,84
FELIX,MALE,ASIAN AND PACIFIC ISLANDER,22,878,44
FELIX,MALE,HISPANIC,12,1638,92
FERNANDO,MALE,HISPANIC,28,682,76
FILIP,MALE,WHITE NON HISPANIC,13,1541,94
FINN,MALE,WHITE NON HISPANIC,23,864,84
FRANCESCO,MALE,WHITE NON HISPANIC,19,1058,88
FRANCISCO,MALE,HISPANIC,32,586,72
FRANK,MALE,WHITE NON HISPANIC,29,657,78
FRANK,MALE,HISPANIC,17,1154,87
FRANKLIN,MALE,HISPANIC,14,1420,90
FREDDY,MALE,HISPANIC,13,1528,91
GABRIEL,MALE,HISPANIC,158,57,18
GABRIEL,MALE,WHITE NON HISPANIC,96,138,33
GABRIEL,MALE,BLACK NON HISPANIC,36,488,38
GABRIEL,MALE,ASIAN AND PACIFIC ISLANDER,13,1475,53
GAEL,MALE,HISPANIC,18,1098,86
GAVIN,MALE,WHITE NON HISPANIC,53,309,58
GAVIN,MALE,ASIAN AND PACIFIC ISLANDER,27,696,39
GAVIN,MALE,HISPANIC,19,1049,85
GAVIN,MALE,BLACK NON HISPANIC,18,1080,56
GAVRIEL,MALE,WHITE NON HISPANIC,15,1333,92
GEORGE,MALE,WHITE NON HISPANIC,66,241,50
GEORGE,MALE,HISPANIC,30,627,74
GEORGE,MALE,ASIAN AND PACIFIC ISLANDER,12,1578,54
GEORGE,MALE,BLACK NON HISPANIC,10,1851,64
GERARDO,MALE,HISPANIC,12,1639,92
GIOVANI,MALE,HISPANIC,10,1927,94
GIOVANNI,MALE,HISPANIC,68,230,47
GIOVANNI,MALE,WHITE NON HISPANIC,35,520,72
GIOVANNI,MALE,BLACK NON HISPANIC,14,1370,60
GIOVANNY,MALE,HISPANIC,13,1529,91
GRAHAM,MALE,WHITE NON HISPANIC,21,953,86
GRANT,MALE,WHITE NON HISPANIC,14,1435,93
GRAYSON,MALE,WHITE NON HISPANIC,19,1059,88
GREGORY,MALE,HISPANIC,16,1225,88
GREGORY,MALE,WHITE NON HISPANIC,16,1239,91
GREYSON,MALE,WHITE NON HISPANIC,11,1781,96
GRIFFIN,MALE,WHITE NON HISPANIC,21,954,86
GUSTAVO,MALE,HISPANIC,15,1322,89
HARRISON,MALE,WHITE NON HISPANIC,40,430,67
HARRISON,MALE,ASIAN AND PACIFIC ISLANDER,13,1476,53
HARRY,MALE,WHITE NON HISPANIC,16,1240,91
HASSAN,MALE,BLACK NON HISPANIC,10,1852,64
HAYDEN,MALE,BLACK NON HISPANIC,12,1587,62
HAYDEN,MALE,ASIAN AND PACIFIC ISLANDER,10,1831,56
HECTOR,MALE,HISPANIC,31,605,73
HENRY,MALE,WHITE NON HISPANIC,149,65,16
HENRY,MALE,HISPANIC,43,397,63
HENRY,MALE,ASIAN AND PACIFIC ISLANDER,21,925,45
HERSH,MALE,WHITE NON HISPANIC,14,1436,93
HERSHEL,MALE,WHITE NON HISPANIC,24,828,83
HERSHY,MALE,WHITE NON HISPANIC,21,955,86
HUDSON,MALE,WHITE NON HISPANIC,53,310,58
HUGO,MALE,WHITE NON HISPANIC,11,1782,96
HUNTER,MALE,WHITE NON HISPANIC,29,658,78
HUNTER,MALE,HISPANIC,15,1323,89
HUNTER,MALE,BLACK NON HISPANIC,12,1588,62
IAN,MALE,HISPANIC,72,208,43
IAN,MALE,WHITE NON HISPANIC,28,685,79
IAN,MALE,ASIAN AND PACIFIC ISLANDER,22,879,44
IAN,MALE,BLACK NON HISPANIC,21,929,53
IBRAHIM,MALE,BLACK NON HISPANIC,25,771,49
IBRAHIM,MALE,ASIAN AND PACIFIC ISLANDER,17,1122,49
IBRAHIMA,MALE,BLACK NON HISPANIC,11,1692,63
IKER,MALE,HISPANIC,13,1530,91
ILAN,MALE,WHITE NON HISPANIC,17,1161,90
ISAAC,MALE,WHITE NON HISPANIC,92,151,36
ISAAC,MALE,HISPANIC,73,202,42
ISAAC,MALE,BLACK NON HISPANIC,18,1081,56
ISAAC,MALE,ASIAN AND PACIFIC ISLANDER,13,1477,53
ISAIAH,MALE,BLACK NON HISPANIC,105,112,8
ISAIAH,MALE,HISPANIC,70,219,45
ISAIAH,MALE,WHITE NON HISPANIC,16,1241,91
ISHAAN,MALE,ASIAN AND PACIFIC ISLANDER,10,1832,56
ISHMAEL,MALE,BLACK NON HISPANIC,10,1853,64
ISIAH,MALE,BLACK NON HISPANIC,11,1693,63
ISMAEL,MALE,HISPANIC,17,1155,87
ISRAEL,MALE,WHITE NON HISPANIC,28,686,79
ISRAEL,MALE,HISPANIC,22,907,82
IVAN,MALE,ASIAN AND PACIFIC ISLANDER,66,236,15
IVAN,MALE,HISPANIC,42,405,64
IVAN,MALE,WHITE NON HISPANIC,13,1542,94
JACE,MALE,HISPANIC,37,479,67
JACE,MALE,BLACK NON HISPANIC,21,930,53
JACK,MALE,WHITE NON HISPANIC,183,33,10
JACK,MALE,ASIAN AND PACIFIC ISLANDER,21,926,45
JACK,MALE,HISPANIC,21,947,83
JACKSON,MALE,WHITE NON HISPANIC,77,189,42
JACKSON,MALE,ASIAN AND PACIFIC ISLANDER,13,1478,53
JACKSON,MALE,BLACK NON HISPANIC,11,1694,63
JACKY,MALE,ASIAN AND PACIFIC ISLANDER,20,976,46
JACOB,MALE,HISPANIC,303,4,3
JACOB,MALE,WHITE NON HISPANIC,265,8,3
JACOB,MALE,BLACK NON HISPANIC,82,175,17
JACOB,MALE,ASIAN AND PACIFIC ISLANDER,49,343,21
JADEN,MALE,BLACK NON HISPANIC,75,195,20
JADEN,MALE,HISPANIC,73,203,42
JADEN,MALE,ASIAN AND PACIFIC ISLANDER,23,839,43
JADIEL,MALE,HISPANIC,51,332,57
JAHEIM,MALE,BLACK NON HISPANIC,10,1854,64
JAHMIR,MALE,BLACK NON HISPANIC,14,1371,60
JAIDEN,MALE,HISPANIC,42,406,64
JAIDEN,MALE,BLACK NON HISPANIC,35,509,39
JAIME,MALE,HISPANIC,11,1766,93
JAKE,MALE,WHITE NON HISPANIC,77,190,42
JAKE,MALE,HISPANIC,27,711,77
JAKE,MALE,ASIAN AND PACIFIC ISLANDER,17,1123,49
JALEN,MALE,BLACK NON HISPANIC,15,1280,59
JAMAL,MALE,BLACK NON HISPANIC,13,1484,61
JAMEL,MALE,BLACK NON HISPANIC,13,1485,61
JAMES,MALE,WHITE NON HISPANIC,172,48,12
JAMES,MALE,HISPANIC,70,220,45
JAMES,MALE,ASIAN AND PACIFIC ISLANDER,36,484,31
JAMES,MALE,BLACK NON HISPANIC,33,541,41
JAMIR,MALE,BLACK NON HISPANIC,12,1589,62
JANIEL,MALE,HISPANIC,10,1928,94
JANUEL,MALE,HISPANIC,11,1767,93
JARED,MALE,HISPANIC,17,1156,87
JARED,MALE,BLACK NON HISPANIC,12,1590,62
JARIEL,MALE,HISPANIC,25,788,79
JASIAH,MALE,BLACK NON HISPANIC,16,1188,58
JASON,MALE,ASIAN AND PACIFIC ISLANDER,98,134,6
JASON,MALE,HISPANIC,92,152,38
JASON,MALE,BLACK NON HISPANIC,44,385,31
JASON,MALE,WHITE NON HISPANIC,35,521,72
JASPER,MALE,WHITE NON HISPANIC,20,1007,87
JAVIER,MALE,HISPANIC,38,463,66
JAY,MALE,HISPANIC,18,1099,86
JAY,MALE,ASIAN AND PACIFIC ISLANDER,14,1358,52
JAYCE,MALE,HISPANIC,12,1640,92
JAYDEN,MALE,HISPANIC,426,1,1
JAYDEN,MALE,BLACK NON HISPANIC,184,30,1
JAYDEN,MALE,ASIAN AND PACIFIC ISLANDER,173,45,2
JAYDEN,MALE,WHITE NON HISPANIC,39,445,68
JAYLEN,MALE,BLACK NON HISPANIC,38,453,36
JAYSON,MALE,HISPANIC,24,823,80
JAYSON,MALE,BLACK NON HISPANIC,14,1372,60
JEAN,MALE,HISPANIC,38,464,66
JEANCARLOS,MALE,HISPANIC,10,1929,94
JEFFERSON,MALE,HISPANIC,14,1421,90
JEFFREY,MALE,ASIAN AND PACIFIC ISLANDER,25,767,41
JEFFREY,MALE,HISPANIC,19,1050,85
JELANI,MALE,BLACK NON HISPANIC,11,1695,63
JENCARLOS,MALE,HISPANIC,11,1768,93
JEREMIAH,MALE,BLACK NON HISPANIC,153,61,4
JEREMIAH,MALE,HISPANIC,120,94,27
JEREMIAS,MALE,HISPANIC,14,1422,90
JEREMY,MALE,HISPANIC,118,98,28
JEREMY,MALE,ASIAN AND PACIFIC ISLANDER,17,1124,49
JEREMY,MALE,BLACK NON HISPANIC,15,1281,59
JERMAINE,MALE,BLACK NON HISPANIC,16,1189,58
JERRY,MALE,ASIAN AND PACIFIC ISLANDER,25,768,41
JERRY,MALE,HISPANIC,11,1769,93
JESSE,MALE,BLACK NON HISPANIC,12,1591,62
JESSE,MALE,WHITE NON HISPANIC,12,1654,95
