SAVANNAH,FEMALE,BLACK NON HISPANIC,42,401,14,0.00953,9.53246
ADAM,MALE,WHITE NON HISPANIC,129,76,21,0.00949,9.48669
CHARLES,MALE,WHITE NON HISPANIC,129,77,21,0.00949,9.48669
SARA,FEMALE,WHITE NON HISPANIC,107,110,18,0.00949,9.48582
TRISTAN,MALE,BLACK NON HISPANIC,58,279,26,0.00945,9.45395
XAVIER,MALE,BLACK NON HISPANIC,58,280,26,0.00945,9.45395
LUCAS,MALE,WHITE NON HISPANIC,128,79,22,0.00941,9.41315
VICKY,FEMALE,ASIAN AND PACIFIC ISLANDER,32,564,17,0.00936,9.36220
DYLAN,MALE,WHITE NON HISPANIC,127,82,23,0.00934,9.33961
LUIS,MALE,HISPANIC,131,75,24,0.00932,9.31787
AMARI,MALE,BLACK NON HISPANIC,57,282,27,0.00929,9.29095
BRANDON,MALE,BLACK NON HISPANIC,57,283,27,0.00929,9.29095
RYAN,MALE,WHITE NON HISPANIC,126,84,24,0.00927,9.26607
ALVIN,MALE,ASIAN AND PACIFIC ISLANDER,43,393,25,0.00926,9.25727
ANDY,MALE,ASIAN AND PACIFIC ISLANDER,43,394,25,0.00926,9.25727
ABIGAIL,FEMALE,WHITE NON HISPANIC,103,117,19,0.00913,9.13121
AVA,FEMALE,BLACK NON HISPANIC,40,421,15,0.00908,9.07853
SARAH,FEMALE,BLACK NON HISPANIC,40,422,15,0.00908,9.07853
JASMINE,FEMALE,ASIAN AND PACIFIC ISLANDER,31,592,18,0.00907,9.06963
GENESIS,FEMALE,HISPANIC,94,142,15,0.00905,9.05326
GABRIELLA,FEMALE,WHITE NON HISPANIC,102,121,20,0.00904,9.04255
THOMAS,MALE,WHITE NON HISPANIC,121,93,25,0.00890,8.89837
ANDREW,MALE,HISPANIC,125,85,25,0.00889,8.89110
ELIZABETH,FEMALE,WHITE NON HISPANIC,100,128,21,0.00887,8.86525
LAILA,FEMALE,BLACK NON HISPANIC,39,432,16,0.00885,8.85157
LEAH,FEMALE,BLACK NON HISPANIC,39,433,16,0.00885,8.85157
MOHAMMED,MALE,ASIAN AND PACIFIC ISLANDER,41,409,26,0.00883,8.82670
NATHAN,MALE,ASIAN AND PACIFIC ISLANDER,41,410,26,0.00883,8.82670
ANNA,FEMALE,ASIAN AND PACIFIC ISLANDER,30,610,19,0.00878,8.77706
ETHAN,MALE,WHITE NON HISPANIC,118,97,26,0.00868,8.67775
LUCAS,MALE,HISPANIC,122,90,26,0.00868,8.67772
RYAN,MALE,HISPANIC,122,91,26,0.00868,8.67772
ALLISON,FEMALE,HISPANIC,90,156,16,0.00867,8.66802
AARON,MALE,BLACK NON HISPANIC,53,301,28,0.00864,8.63896
JONATHAN,MALE,BLACK NON HISPANIC,53,302,28,0.00864,8.63896
JORDAN,MALE,BLACK NON HISPANIC,53,303,28,0.00864,8.63896
ARIANNA,FEMALE,BLACK NON HISPANIC,38,448,17,0.00862,8.62460
BRIANNA,FEMALE,BLACK NON HISPANIC,38,449,17,0.00862,8.62460
JAYLA,FEMALE,BLACK NON HISPANIC,38,450,17,0.00862,8.62460
NIA,FEMALE,BLACK NON HISPANIC,38,451,17,0.00862,8.62460
BRIAN,MALE,ASIAN AND PACIFIC ISLANDER,40,423,27,0.00861,8.61141
LEO,MALE,ASIAN AND PACIFIC ISLANDER,40,424,27,0.00861,8.61141
JEREMIAH,MALE,HISPANIC,120,94,27,0.00854,8.53546
CHLOE,FEMALE,WHITE NON HISPANIC,95,140,22,0.00842,8.42199
CHELSEA,FEMALE,BLACK NON HISPANIC,37,470,18,0.00840,8.39764
BENJAMIN,MALE,ASIAN AND PACIFIC ISLANDER,39,434,28,0.00840,8.39612
JEREMY,MALE,HISPANIC,118,98,28,0.00839,8.39320
AMY,FEMALE,HISPANIC,87,161,17,0.00838,8.37908
MAYA,FEMALE,WHITE NON HISPANIC,94,143,23,0.00833,8.33333
GABRIELLA,FEMALE,HISPANIC,86,162,18,0.00828,8.28277
OLIVIA,FEMALE,HISPANIC,86,163,18,0.00828,8.28277
GRACE,FEMALE,WHITE NON HISPANIC,93,147,24,0.00824,8.24468
ELAINE,FEMALE,ASIAN AND PACIFIC ISLANDER,28,663,20,0.00819,8.19193
VALENTINA,FEMALE,HISPANIC,85,167,19,0.00819,8.18646
MICHAEL,MALE,ASIAN AND PACIFIC ISLANDER,38,452,29,0.00818,8.18084
MIA,FEMALE,BLACK NON HISPANIC,36,482,19,0.00817,8.17068
VICTORIA,FEMALE,BLACK NON HISPANIC,36,483,19,0.00817,8.17068
ANDREW,MALE,BLACK NON HISPANIC,36,487,38,0.00817,8.17068
GABRIEL,MALE,BLACK NON HISPANIC,36,488,38,0.00817,8.17068
GRACE,FEMALE,HISPANIC,36,489,53,0.00817,8.17068
KAMILA,FEMALE,HISPANIC,36,490,53,0.00817,8.17068
KIARA,FEMALE,HISPANIC,36,491,53,0.00817,8.17068
AIDAN,MALE,HISPANIC,36,495,68,0.00817,8.17068
KAYLEE,FEMALE,HISPANIC,83,174,20,0.00799,7.99384
ALAN,MALE,ASIAN AND PACIFIC ISLANDER,37,471,30,0.00797,7.96555
ALYSSA,FEMALE,BLACK NON HISPANIC,35,501,20,0.00794,7.94371
ANIYAH,FEMALE,BLACK NON HISPANIC,35,502,20,0.00794,7.94371
BRIELLE,FEMALE,BLACK NON HISPANIC,35,503,20,0.00794,7.94371
DESTINY,FEMALE,BLACK NON HISPANIC,35,504,20,0.00794,7.94371
ISABELLA,FEMALE,BLACK NON HISPANIC,35,505,20,0.00794,7.94371
BRYCE,MALE,BLACK NON HISPANIC,35,507,39,0.00794,7.94371
CARTER,MALE,BLACK NON HISPANIC,35,508,39,0.00794,7.94371
JAIDEN,MALE,BLACK NON HISPANIC,35,509,39,0.00794,7.94371
JOSEPH,MALE,BLACK NON HISPANIC,35,510,39,0.00794,7.94371
ZION,MALE,BLACK NON HISPANIC,35,511,39,0.00794,7.94371
JOSUE,MALE,HISPANIC,35,516,69,0.00794,7.94371
ROBERT,MALE,HISPANIC,35,517,69,0.00794,7.94371
ALICE,FEMALE,ASIAN AND PACIFIC ISLANDER,27,688,21,0.00790,7.89936
CATHERINE,FEMALE,ASIAN AND PACIFIC ISLANDER,27,689,21,0.00790,7.89936
CLAIRE,FEMALE,ASIAN AND PACIFIC ISLANDER,27,690,21,0.00790,7.89936
JENNY,FEMALE,ASIAN AND PACIFIC ISLANDER,27,691,21,0.00790,7.89936
MAYA,FEMALE,ASIAN AND PACIFIC ISLANDER,27,692,21,0.00790,7.89936
ELIJAH,MALE,HISPANIC,110,106,29,0.00782,7.82417
CARLOS,MALE,HISPANIC,109,109,30,0.00775,7.75304
JAMES,MALE,ASIAN AND PACIFIC ISLANDER,36,484,31,0.00775,7.75027
JOSHUA,MALE,ASIAN AND PACIFIC ISLANDER,36,485,31,0.00775,7.75027
KINGSLEY,MALE,ASIAN AND PACIFIC ISLANDER,36,486,31,0.00775,7.75027
NAOMI,FEMALE,BLACK NON HISPANIC,34,523,21,0.00772,7.71675
JOHN,MALE,BLACK NON HISPANIC,34,525,40,0.00772,7.71675
DESTINY,FEMALE,HISPANIC,34,526,54,0.00772,7.71675
ELIANA,FEMALE,HISPANIC,34,527,54,0.00772,7.71675
ADRIEL,MALE,HISPANIC,34,533,70,0.00772,7.71675
TRISTAN,MALE,HISPANIC,34,534,70,0.00772,7.71675
ABIGAIL,FEMALE,HISPANIC,80,183,21,0.00770,7.70490
CAMERON,MALE,BLACK NON HISPANIC,47,354,29,0.00766,7.66096
ALYSSA,FEMALE,ASIAN AND PACIFIC ISLANDER,26,720,22,0.00761,7.60679
ANGELINA,FEMALE,ASIAN AND PACIFIC ISLANDER,26,721,22,0.00761,7.60679
IRIS,FEMALE,ASIAN AND PACIFIC ISLANDER,26,722,22,0.00761,7.60679
JESSICA,FEMALE,ASIAN AND PACIFIC ISLANDER,26,723,22,0.00761,7.60679
SELINA,FEMALE,ASIAN AND PACIFIC ISLANDER,26,724,22,0.00761,7.60679
TENZIN,FEMALE,ASIAN AND PACIFIC ISLANDER,26,725,22,0.00761,7.60679
AUTUMN,FEMALE,BLACK NON HISPANIC,26,726,29,0.00761,7.60679
SANAA,FEMALE,BLACK NON HISPANIC,26,727,29,0.00761,7.60679
NICHOLAS,MALE,ASIAN AND PACIFIC ISLANDER,26,728,40,0.00761,7.60679
RICHARD,MALE,ASIAN AND PACIFIC ISLANDER,26,729,40,0.00761,7.60679
EVAN,MALE,BLACK NON HISPANIC,26,730,48,0.00761,7.60679
ADRIANNA,FEMALE,HISPANIC,26,731,62,0.00761,7.60679
CRYSTAL,FEMALE,HISPANIC,26,732,62,0.00761,7.60679
GUADALUPE,FEMALE,HISPANIC,26,733,62,0.00761,7.60679
LIA,FEMALE,HISPANIC,26,734,62,0.00761,7.60679
MIKAYLA,FEMALE,HISPANIC,26,735,62,0.00761,7.60679
NATHALIE,FEMALE,HISPANIC,26,736,62,0.00761,7.60679
ARIELLA,FEMALE,WHITE NON HISPANIC,26,737,65,0.00761,7.60679
AUDREY,FEMALE,WHITE NON HISPANIC,26,738,65,0.00761,7.60679
ELLIE,FEMALE,WHITE NON HISPANIC,26,739,65,0.00761,7.60679
FRAIDY,FEMALE,WHITE NON HISPANIC,26,740,65,0.00761,7.60679
GEORGIA,FEMALE,WHITE NON HISPANIC,26,741,65,0.00761,7.60679
GIA,FEMALE,WHITE NON HISPANIC,26,742,65,0.00761,7.60679
LAUREN,FEMALE,WHITE NON HISPANIC,26,743,65,0.00761,7.60679
PESSY,FEMALE,WHITE NON HISPANIC,26,744,65,0.00761,7.60679
TALIA,FEMALE,WHITE NON HISPANIC,26,745,65,0.00761,7.60679
ARIEL,MALE,HISPANIC,26,746,78,0.00761,7.60679
DAMIAN,MALE,HISPANIC,26,747,78,0.00761,7.60679
EMANUEL,MALE,HISPANIC,26,748,78,0.00761,7.60679
JULIUS,MALE,HISPANIC,26,749,78,0.00761,7.60679
THOMAS,MALE,HISPANIC,26,750,78,0.00761,7.60679
AHMED,MALE,WHITE NON HISPANIC,26,751,81,0.00761,7.60679
AUSTIN,MALE,WHITE NON HISPANIC,26,752,81,0.00761,7.60679
PAUL,MALE,WHITE NON HISPANIC,26,753,81,0.00761,7.60679
PHILIP,MALE,WHITE NON HISPANIC,26,754,81,0.00761,7.60679
RICHARD,MALE,WHITE NON HISPANIC,26,755,81,0.00761,7.60679
SHAYA,MALE,WHITE NON HISPANIC,26,756,81,0.00761,7.60679
MENACHEM,MALE,WHITE NON HISPANIC,103,118,27,0.00757,7.57464
ANNA,FEMALE,WHITE NON HISPANIC,85,168,25,0.00754,7.53546
STEVEN,MALE,ASIAN AND PACIFIC ISLANDER,35,506,32,0.00753,7.53498
GABRIELA,FEMALE,HISPANIC,78,186,22,0.00751,7.51228
YOSEF,MALE,WHITE NON HISPANIC,102,122,28,0.00750,7.50110
EMMANUEL,MALE,BLACK NON HISPANIC,46,366,30,0.00750,7.49796
PAIGE,FEMALE,BLACK NON HISPANIC,33,540,22,0.00749,7.48979
JAMES,MALE,BLACK NON HISPANIC,33,541,41,0.00749,7.48979
MEKHI,MALE,BLACK NON HISPANIC,33,542,41,0.00749,7.48979
NASIR,MALE,BLACK NON HISPANIC,33,543,41,0.00749,7.48979
AMELIA,FEMALE,HISPANIC,33,544,55,0.00749,7.48979
ANA,FEMALE,HISPANIC,33,545,55,0.00749,7.48979
JAYLA,FEMALE,HISPANIC,33,546,55,0.00749,7.48979
LEILANI,FEMALE,HISPANIC,33,547,55,0.00749,7.48979
MARIAH,FEMALE,HISPANIC,33,548,55,0.00749,7.48979
ANDERSON,MALE,HISPANIC,33,556,71,0.00749,7.48979
KENNETH,MALE,HISPANIC,33,557,71,0.00749,7.48979
MARCUS,MALE,HISPANIC,33,558,71,0.00749,7.48979
MAX,MALE,HISPANIC,33,559,71,0.00749,7.48979
VICTORIA,FEMALE,WHITE NON HISPANIC,84,172,26,0.00745,7.44681
LUKE,MALE,WHITE NON HISPANIC,101,125,29,0.00743,7.42756
ARIANNA,FEMALE,HISPANIC,77,188,23,0.00742,7.41597
AYDEN,MALE,HISPANIC,104,113,31,0.00740,7.39740
STEVEN,MALE,HISPANIC,104,114,31,0.00740,7.39740
OLIVER,MALE,WHITE NON HISPANIC,100,129,30,0.00735,7.35402
LIAM,MALE,HISPANIC,103,119,32,0.00733,7.32627
NICHOLAS,MALE,HISPANIC,103,120,32,0.00733,7.32627
MASON,MALE,ASIAN AND PACIFIC ISLANDER,34,524,33,0.00732,7.31970
ALINA,FEMALE,ASIAN AND PACIFIC ISLANDER,25,757,23,0.00731,7.31422
ELLA,FEMALE,ASIAN AND PACIFIC ISLANDER,25,758,23,0.00731,7.31422
SOPHIE,FEMALE,ASIAN AND PACIFIC ISLANDER,25,759,23,0.00731,7.31422
WINNIE,FEMALE,ASIAN AND PACIFIC ISLANDER,25,760,23,0.00731,7.31422
ZOE,FEMALE,ASIAN AND PACIFIC ISLANDER,25,761,23,0.00731,7.31422
AMINATA,FEMALE,BLACK NON HISPANIC,25,762,30,0.00731,7.31422
KAYLEE,FEMALE,BLACK NON HISPANIC,25,763,30,0.00731,7.31422
LONDYN,FEMALE,BLACK NON HISPANIC,25,764,30,0.00731,7.31422
MAYA,FEMALE,BLACK NON HISPANIC,25,765,30,0.00731,7.31422
MCKENZIE,FEMALE,BLACK NON HISPANIC,25,766,30,0.00731,7.31422
JEFFREY,MALE,ASIAN AND PACIFIC ISLANDER,25,767,41,0.00731,7.31422
JERRY,MALE,ASIAN AND PACIFIC ISLANDER,25,768,41,0.00731,7.31422
LIAM,MALE,ASIAN AND PACIFIC ISLANDER,25,769,41,0.00731,7.31422
OSCAR,MALE,ASIAN AND PACIFIC ISLANDER,25,770,41,0.00731,7.31422
IBRAHIM,MALE,BLACK NON HISPANIC,25,771,49,0.00731,7.31422
